entity,authority,in_strength
Beside,3.77829e-06,13
Donald Byrd,3.7596e-06,27
The Chambers Brothers,3.74418e-06,6
Lou Rawls,3.73546e-06,5
Tycho,3.72784e-06,3
Jo Dee Messina,3.72768e-06,2
HAIM,3.72768e-06,2
John Holt,3.72137e-06,5
Soul II Soul,3.71825e-06,14
The Little Boy Blues,3.71808e-06,2
Macintosh Plus,3.71736e-06,20
Eddie Henderson,3.71594e-06,2
Cham,3.71425e-06,32
Jackie Moore,3.70551e-06,2
Latimore,3.69624e-06,2
MACROSS 82–99,3.69254e-06,4
Grandmaster Flash,3.68955e-06,4
The Korgis,3.68845e-06,6
Bobby Glenn,3.68771e-06,2
Nick Ingman,3.68743e-06,2
Goldie Zelkowitz,3.68644e-06,1
Frédéric Mercier,3.68644e-06,1
Al Kooper,3.68644e-06,1
Hank Marvin,3.68644e-06,1
Mother Freedom Band,3.68644e-06,1
Larry Ellis and The Black Hammer,3.68644e-06,1
Mel & Tim,3.68644e-06,1
Gladstone Anderson,3.68644e-06,1
Hannah Williams,3.68644e-06,1
Rudy Love & The Love Family,3.68644e-06,1
Marcus Miller,3.68644e-06,1
Rare Essence,3.68644e-06,1
Herb Alpert,3.6745e-06,5
Pino Donaggio,3.67083e-06,2
Bogdan Raczynski,3.65851e-06,2
Jimi Hendrix,3.63739e-06,8
Kompany,3.63709e-06,7
Halcyon441,3.63045e-06,9
Tommy Trash,3.63035e-06,8
The New Birth,3.62612e-06,15
Billy Bragg,3.62291e-06,4
Just‐Ice,3.61284e-06,19
New Kids on the Block,3.59974e-06,1
Fun Lovin’ Criminals,3.59974e-06,1
Jermaine Dupri,3.59974e-06,1
Furries in a Blender,3.59124e-06,5
Rico Nasty,3.57511e-06,1
Qumu,3.57511e-06,1
fraxiom,3.57511e-06,1
Cali Cartier,3.57511e-06,1
혜주,3.57511e-06,1
HeeJin,3.57511e-06,1
이달의 소녀 yyxy,3.57511e-06,1
김립,3.57511e-06,1
Devi McCallion,3.57511e-06,1
NCT 127,3.57511e-06,1
Pepi Boys,3.57511e-06,1
Jesus Belluci,3.57511e-06,1
Ronnie Foster,3.57461e-06,4
Thousand Foot Krutch,3.56927e-06,2
Monica,3.56663e-06,4
Martin Denny,3.56196e-06,2
Darius,3.55949e-06,1
The Score,3.55105e-06,10
Malcolm X,3.54529e-06,7
SNAILS,3.53153e-06,5
The Manhattans,3.52986e-06,4
Gang of Four,3.52608e-06,2
Tyler Smyth,3.49892e-06,3
ミステリー金田一バンド,3.4963e-06,2
Sam Gellaitry,3.47646e-06,2
Jimmy Spicer,3.47351e-06,6
The B-Boys,3.45324e-06,2
"Up, Bustle & Out",3.43839e-06,6
JID,3.43691e-06,3
Anderson .Paak,3.43676e-06,2
SWV,3.43235e-06,6
Can,3.42304e-06,12
DJ Krush,3.42275e-06,8
HEALTH,3.41295e-06,4
Raekwon,3.40651e-06,9
Roy Ayers Ubiquity,3.40163e-06,25
広瀬香美,3.36014e-06,3
SoulEye,3.35986e-06,1
GAME FREAK,3.35986e-06,1
そらまふうらさか,3.35986e-06,1
Sporty‐O,3.35986e-06,1
とろ美,3.34546e-06,5
Edward Sharpe and the Magnetic Zeros,3.34362e-06,1
Mr. Bill,3.33884e-06,10
Bad Royale,3.33007e-06,2
Will Sparks,3.32993e-06,1
George Olsen and His Music,3.32993e-06,1
Gynx,3.32993e-06,1
Monk Higgins,3.31012e-06,7
Burial,3.28787e-06,16
The Family Circle,3.27356e-06,2
Spank Rock,3.25916e-06,8
The Byrds,3.25294e-06,2
Madvillain,3.25211e-06,7
John Dankworth and His Orchestra,3.24468e-06,2
QB Finest,3.24468e-06,2
Boosie Badazz,3.23323e-06,4
F i b o n a c c i,3.22862e-06,3
新しい時代の自動車,3.22862e-06,3
Télépopmusik,3.2116e-06,2
clipping.,3.20983e-06,6
Focus,3.20249e-06,2
Billy Stewart,3.19898e-06,5
Styles P,3.19614e-06,3
"Ecstasy, Passion & Pain",3.17884e-06,4
Double Exposure,3.17333e-06,3
J.O.B. Orquestra,3.17304e-06,1
Earl Klugh,3.17304e-06,1
Beanie Sigel,3.17304e-06,1
Marvin Sapp,3.17304e-06,1
Jennifer Hudson,3.17304e-06,1
Filippo Trecca,3.17304e-06,1
"Rev. Walter McDaniel, Jr.",3.17304e-06,1
Phil Nimmons,3.17304e-06,1
The 20th Century,3.17304e-06,1
The Last Mr. Bigg,3.17304e-06,1
Consequence,3.17304e-06,1
Lee Fields & the Expressions,3.17304e-06,1
Rue Royale,3.17304e-06,1
T.O.K.,3.17304e-06,1
Soulful Celebration,3.17304e-06,1
Balla et ses Balladins,3.17304e-06,1
New Hope,3.17304e-06,1
Sara Tavares,3.17304e-06,1
Remy Ma,3.17304e-06,1
Compost,3.17304e-06,1
Benny the Butcher,3.17304e-06,1
Hypnotic Brass Ensemble,3.17304e-06,1
Мария Нейкова,3.17304e-06,1
Sonia Rosa,3.17304e-06,1
Mary Love-Comer,3.17304e-06,1
Freddie Joachim,3.17304e-06,1
Aguaturbia,3.17304e-06,1
K.P. & Envyi,3.17304e-06,1
Branford Marsalis,3.17304e-06,1
Chocolate Milk,3.17304e-06,1
本田竹広,3.17304e-06,1
Kenny Burrell,3.17304e-06,1
mynameisntjmack,3.17304e-06,1
Max Mathews,3.17304e-06,1
Lee Fields,3.17304e-06,1
Donell Jones,3.17304e-06,1
Stanley Turrentine,3.17304e-06,1
Étienne Daho,3.17165e-06,2
Gummibär,3.16675e-06,3
All Time Low,3.1517e-06,2
Phantom Planet,3.15157e-06,1
Planetakis,3.15146e-06,3
The Soulful Strings,3.15094e-06,3
Chaka Khan,3.14681e-06,11
LE SSERAFIM,3.14623e-06,3
Clairo,3.14023e-06,2
Flo Milli,3.14009e-06,1
bar italia,3.14009e-06,1
Eveline Breaker,3.14009e-06,1
Sidney Phillips,3.14009e-06,1
feeble little horse,3.14009e-06,1
Feshh,3.14009e-06,1
Mk.gee,3.14009e-06,1
Ringlets,3.14009e-06,1
Mudgoose,3.14009e-06,1
Push Ups,3.14009e-06,1
Wasted Image,3.14009e-06,1
Galt MacDermot,3.1233e-06,17
Hugh Masekela,3.11141e-06,4
Jay Robinson,3.11129e-06,6
Eekkoo,3.11129e-06,6
Fehrplay,3.11129e-06,6
Grabbitz,3.11129e-06,6
Graham Coxon,3.10206e-06,1
2 Be 3,3.06954e-06,2
The King’s Singers,3.05429e-06,5
Meek Mill,3.04956e-06,6
Ralph Tresvant,3.04133e-06,2
Captain Jack,3.03885e-06,2
Mustard,3.03762e-06,3
E.S.G.,3.0292e-06,4
BONES,3.02558e-06,5
Wildchild,3.02354e-06,5
Gilbert Montagné,3.02301e-06,2
島みやえい子,3.02249e-06,6
Burzum,3.02219e-06,5
Sandra,3.02049e-06,2
Tokio Hotel,3.02036e-06,1
Ginette Reno,3.02036e-06,1
Chagrin d’amour,3.02036e-06,1
Susan Boyle,3.02036e-06,1
Léopold Nord & Vous,3.02036e-06,1
Sam Taylor‐Johnson,3.02036e-06,1
Art Mengo,3.02036e-06,1
Jakie Quartz,3.02036e-06,1
Eric Carmen,3.02036e-06,1
Eddie Bo,3.01637e-06,6
The Beatnuts,3.00313e-06,7
Strafe,3.00116e-06,6
21 Savage,2.9999e-06,6
Ninajirachi,2.99812e-06,2
Полина Гагарина,2.99679e-06,1
TAS 1000,2.99679e-06,1
Виктория Королёва,2.99679e-06,1
Бьянка,2.99679e-06,1
Foals,2.99242e-06,5
The Last Poets,2.98945e-06,16
Exyl,2.98389e-06,2
Merzbow,2.97844e-06,23
Sharon Van Etten,2.97212e-06,1
Black Kray,2.96936e-06,4
Philwit & Pegasus,2.95503e-06,1
Federal Duck,2.95503e-06,1
Os Mutantes,2.95503e-06,1
Meatball,2.95503e-06,1
Sandrose,2.95503e-06,1
Kiki Dee,2.95503e-06,1
Doris & Kelley,2.95503e-06,1
T La Rock,2.94292e-06,7
Fred Wesley,2.93762e-06,10
梶浦由記,2.92648e-06,6
Bobby (Boris) Pickett and The Crypt‐Kickers,2.92512e-06,1
Claudine Longet,2.91853e-06,2
Glenn Miller,2.91816e-06,5
Badly Drawn Boy,2.9173e-06,1
Charles Bernstein,2.91265e-06,5
Geoxor,2.91123e-06,1
NF,2.91123e-06,1
Kubbi,2.91123e-06,1
Tobu,2.91123e-06,1
Oumou Sangaré,2.91067e-06,3
Niniola,2.91032e-06,2
O Mandrake,2.91032e-06,2
O.T. Genasis,2.91032e-06,2
Fast Life Yungstaz,2.91032e-06,2
Akira Yamaoka,2.89189e-06,6
稲葉曇,2.87302e-06,6
Nor,2.8691e-06,9
Burna Boy,2.8537e-06,2
Teddy Pendergrass,2.85208e-06,20
Konshens,2.85092e-06,1
Howard Drossin,2.84496e-06,2
Bob Marley,2.84423e-06,1
Lyle Divinsky,2.84423e-06,1
Lily Frost,2.84423e-06,1
Boyz II Men,2.84333e-06,3
Bobby Hebb,2.83541e-06,5
Westside Gunn,2.83251e-06,6
Wagon Christ,2.82996e-06,6
Barbra Streisand,2.82751e-06,3
松崎しげる,2.82574e-06,3
Vaperror,2.82282e-06,3
Thaiboy Digital,2.82258e-06,3
Thundercat,2.82246e-06,2
Christoph de Babalon,2.82246e-06,2
Whopper Millionaire,2.82234e-06,1
dufde,2.82234e-06,1
SEMATARY,2.82234e-06,1
Yakuza Karaoke,2.82234e-06,1
Lil Milk,2.82234e-06,1
テレビヘッド,2.82234e-06,1
DJ ENPITSU,2.82234e-06,1
kikiyama,2.82234e-06,1
Cass Piss,2.82234e-06,1
YUNG MINCCINO,2.82234e-06,1
Reptilian Club Boyz,2.82234e-06,1
Matt Watson,2.82234e-06,1
Holland Boys,2.82234e-06,1
PISS SPEARS,2.82234e-06,1
CDR,2.82234e-06,1
The Conet Project,2.82234e-06,1
102 gecs,2.82234e-06,1
Dylan Brady,2.82234e-06,1
RAWINTHEVOID,2.82234e-06,1
Leon Vegas,2.82234e-06,1
Grouplove,2.82234e-06,1
GucciGate,2.82234e-06,1
glass beach,2.82234e-06,1
Altern 8,2.82118e-06,3
Dilated Peoples,2.81755e-06,2
かめりあ,2.79645e-06,10
Flight Facilities,2.79377e-06,6
Milt Jackson,2.79296e-06,4
Colleen D’Agostino,2.79275e-06,4
O.C. Smith,2.76058e-06,14
Action Bronson,2.75906e-06,4
Bruno Sanfilippo,2.75818e-06,2
Gabriel Garzón‐Montano,2.75818e-06,2
The Clifford Gilberto Rhythm Combination,2.75561e-06,3
Taana Gardner,2.75557e-06,8
BADBADNOTGOOD,2.7527e-06,6
Gladys Knight & the Pips,2.75157e-06,15
Matt Lange,2.74363e-06,6
The Jimmy Castor Bunch,2.73282e-06,15
Swans,2.73231e-06,3
Soft Touch,2.71377e-06,2
Boom!,2.71217e-06,2
ESG,2.69427e-06,9
Tipper,2.69225e-06,4
さつき が てんこもり,2.68645e-06,2
廻転楕円体,2.6854e-06,6
ONE OK ROCK,2.67617e-06,1
Starstylers,2.67617e-06,1
Lostprophets,2.67617e-06,1
じん,2.67617e-06,1
Skream,2.67269e-06,15
Mr. Fingers,2.67133e-06,2
"Johnson, Hawkins, Tatum & Durr",2.67092e-06,2
Bill Cosby,2.66507e-06,7
YOASOBI,2.65298e-06,4
Porcelain Black,2.6505e-06,3
Psy 4 de la Rime,2.64599e-06,11
96-glass,2.64006e-06,4
RVFS,2.64006e-06,4
DJKurara,2.64006e-06,4
LFO,2.6391e-06,8
The Blues Project,2.63886e-06,2
Disco Dave & The Force of The 5 MCs,2.63886e-06,2
Afrika Bambaataa & The Jazzy 5,2.63886e-06,2
Funky Four,2.63886e-06,2
LOLIPO,2.63497e-06,2
The S.S.O. Orchestra,2.62706e-06,4
Moods,2.62025e-06,1
Mica Paris,2.60287e-06,2
Hella,2.59692e-06,2
OXES,2.59692e-06,2
Rinzen,2.59274e-06,5
Speaker Honey,2.59274e-06,5
SVNF8,2.59274e-06,5
Edwin Birdsong,2.59148e-06,3
Bone Crusher,2.58882e-06,4
The Diamonds,2.58513e-06,1
Lord Melody,2.58513e-06,1
Social Distortion,2.58513e-06,1
Reverend Horton Heat,2.58513e-06,1
The Dickies,2.58513e-06,1
Twin Temple,2.58513e-06,1
Alestorm,2.58513e-06,1
Louie Zong,2.58513e-06,1
Tha Dogg Pound,2.58462e-06,3
A Great Big World,2.57437e-06,2
Archive,2.56386e-06,1
Cannonball Adderley,2.55681e-06,15
Mr Twin Sister,2.55198e-06,3
Shawn Phillips,2.55108e-06,4
Lizzy McAlpine,2.54006e-06,2
MF DOOM,2.53572e-06,9
Cold Grits,2.52767e-06,2
The Outlaw Blues Band,2.52526e-06,4
B.T. Express,2.51758e-06,19
Meat Beat Manifesto,2.51726e-06,8
Da‐iCE,2.50796e-06,2
fhána,2.50796e-06,2
Black Star,2.50683e-06,3
Lee Dorsey,2.49447e-06,5
Jay-Kid,2.49343e-06,2
George Duke,2.4853e-06,16
芸能山城組,2.48483e-06,5
Slave,2.46519e-06,7
Jay Green’s stuff,2.46459e-06,2
Sister Nancy,2.46182e-06,6
Les McCann,2.45787e-06,14
Rock Master Scott & The Dynamic Three,2.44716e-06,8
Bad Brains,2.44007e-06,7
The Time,2.43685e-06,6
Klaxons,2.43537e-06,7
Oh No,2.4258e-06,3
Leon Bridges,2.4195e-06,2
Susumu Yokota,2.40983e-06,4
The Originals,2.39486e-06,5
Sarah McLachlan,2.39453e-06,2
Ultramagnetic MC’s,2.39244e-06,18
808 State,2.38962e-06,7
Eliminate,2.37887e-06,3
Scotty,2.37885e-06,2
Axwell,2.37881e-06,4
Shinjuku Mad,2.36952e-06,2
The Soul Searchers,2.36873e-06,11
Andrea Goodman,2.35722e-06,3
Sensations’ Fix,2.35713e-06,2
Loudon Wainwright III,2.35713e-06,2
Colonel Bagshot,2.35713e-06,2
James Knight & The Butlers,2.35713e-06,2
Kay Gardner,2.35713e-06,2
Pekka Pohjola,2.35713e-06,2
Cosmin TRG,2.33936e-06,6
DJ YOSHITAKA,2.33842e-06,4
Yandel,2.33677e-06,2
Tyla,2.33668e-06,1
緑川光,2.33196e-06,3
Syoko,2.33196e-06,3
Le Tigre,2.32836e-06,2
Mort Garson,2.32213e-06,2
Doopees,2.3203e-06,1
The Orion Experience,2.3203e-06,1
I DONT KNOW HOW BUT THEY FOUND ME,2.3203e-06,1
ミツキヨ,2.31859e-06,12
London Funk Allstars,2.31149e-06,7
Paul Wall,2.30957e-06,2
HEALING FANTASY,2.30922e-06,20
Grand Wizzard Theodore,2.29895e-06,5
Sharron Lucky,2.28714e-06,2
Tata Young,2.287e-06,2
Kat Graham,2.2869e-06,1
Cosmovitali ▲☥▲,2.2869e-06,1
Ashnikko,2.2869e-06,1
April Smith and the Great Picture Show,2.2869e-06,1
Pizzicato Five,2.28291e-06,2
Spoon,2.28081e-06,6
Don Toliver,2.27911e-06,2
JISOO,2.27492e-06,2
A Taste of Honey,2.27063e-06,4
Jimin,2.26719e-06,2
FIFTY FIFTY,2.26709e-06,1
Grupo Frontera,2.26709e-06,1
Eslabón Armado,2.26709e-06,1
Graham Central Station,2.26255e-06,7
Jaylib,2.25937e-06,4
Simian Mobile Disco,2.25796e-06,3
Captain Beefheart & His Magic Band,2.25756e-06,5
Mick Gordon,2.25701e-06,2
Breakwater,2.24669e-06,3
Michael Andrews,2.24634e-06,4
Roy Budd,2.24561e-06,5
LilDeuceDeuce,2.24115e-06,3
福田有理,2.24051e-06,1
Syzy,2.23779e-06,4
4hero,2.22172e-06,3
Alex Metric,2.22111e-06,2
Dub Pistols,2.22102e-06,1
Dope Smugglaz,2.22102e-06,1
Zoot Woman,2.22102e-06,1
The The,2.22102e-06,1
LOVE PSYCHEDELICO,2.22102e-06,1
Metro Area,2.22102e-06,1
Sunidhi Chauhan,2.21596e-06,2
Trickbaby,2.21586e-06,1
Tosca,2.21586e-06,1
DJ Cheb i Sabbah,2.21586e-06,1
Lowrell Simon,2.21304e-06,3
Akasha,2.20953e-06,2
Us3,2.20792e-06,3
Broadcast,2.2026e-06,4
Christine McVie,2.20206e-06,6
The Mountain Goats,2.2e-06,2
Laid Blak,2.1903e-06,1
Hank Crawford,2.18415e-06,4
Jake One,2.18203e-06,4
King Floyd,2.17947e-06,4
odaxelagnia,2.17892e-06,4
The Undisputed Truth,2.17701e-06,12
Necro,2.1758e-06,10
Fantastic Freaks,2.17103e-06,2
Black Flag,2.1643e-06,7
Andrew Bird,2.16297e-06,4
Lalo Schifrin,2.1575e-06,10
Eddie Harris,2.15425e-06,15
George Clanton,2.1525e-06,3
FrankJavCee,2.1525e-06,3
Executive Sound Producer,2.15241e-06,2
Shawn Kemp,2.15241e-06,2
42ghosts,2.15241e-06,2
The Dillinger Escape Plan,2.14739e-06,2
Pastor T.L. Barrett,2.14574e-06,4
STARSET,2.14332e-06,5
Control Freak,2.14239e-06,4
Remy Zero,2.14188e-06,1
MONORAL,2.14188e-06,1
MNQN,2.14188e-06,1
The Last Sighs of the Wind,2.14188e-06,1
Augustana,2.14188e-06,1
Showbiz & A.G.,2.13635e-06,5
Goldie,2.12753e-06,5
大貫妙子,2.12734e-06,3
Dorothy Ashby,2.12234e-06,9
Marlena Shaw,2.11645e-06,13
Betty Wright,2.1153e-06,5
Plaid,2.10608e-06,3
Schacke,2.1012e-06,2
Alessi,2.09414e-06,2
Mr. Mister,2.08945e-06,6
Kool G Rap & DJ Polo,2.08789e-06,5
Termanology,2.08592e-06,2
Chocolate Weasel,2.08255e-06,2
Lambchop,2.07711e-06,2
Sammy Virji,2.0771e-06,2
VOLTA,2.07702e-06,4
Emily Montes,2.07548e-06,2
Zonderling,2.07419e-06,4
Pig&Dan,2.07419e-06,4
Gary Glitter,2.07203e-06,8
D.O.D,2.06963e-06,2
Cesco,2.06963e-06,2
PAO,2.06954e-06,1
jigitz,2.06954e-06,1
Lizdek,2.06954e-06,1
MPH,2.06954e-06,1
BADLIKE,2.06954e-06,1
Ailow,2.06954e-06,1
ARMNHMR,2.06954e-06,1
Julian Casablancas,2.069e-06,3
Mr. Chop,2.06874e-06,2
The Thermals,2.06865e-06,1
Molemen,2.06865e-06,1
The Infamous MC,2.06865e-06,1
Matoma,2.06865e-06,1
Hoodie Allen,2.06865e-06,1
Christophe Beck,2.06865e-06,1
Soul Position,2.06865e-06,1
Dynas,2.06865e-06,1
Diamond District,2.06865e-06,1
Rakaa Iriscience,2.06865e-06,1
The Bees,2.06865e-06,1
The Last Emperor,2.06865e-06,1
Disparition,2.06865e-06,1
Evidence,2.06865e-06,1
Black Milk,2.06865e-06,1
Loggins & Messina,2.06833e-06,2
Razorlight,2.05983e-06,1
Spencer & Hill,2.05496e-06,2
Bonnie Raitt,2.05039e-06,1
Bodyrox,2.05039e-06,1
Finn Keane,2.05039e-06,1
A. G. Cook,2.05039e-06,1
Bad Cabbage,2.04766e-06,1
Chief Keef,2.04746e-06,10
Thomas Dolby,2.03276e-06,3
Low,2.03136e-06,2
Fila Brazillia,2.03116e-06,2
SUPERCAR,2.03084e-06,5
Irene Reid,2.02405e-06,3
Girls Aloud,2.02304e-06,2
The Auteurs,2.02028e-06,6
Puff Daddy & the Family,2.02011e-06,4
Lido,2.01879e-06,9
Elvis Costello,2.01865e-06,8
Cilla Black,2.01775e-06,2
Jad Fair,2.01585e-06,2
Sub Sub,2.01241e-06,2
Rare Earth,2.01144e-06,6
The Beloved,2.01121e-06,2
Men Without Hats,2.01097e-06,4
The Quick Brown Fox,2.01054e-06,2
Stanley Myers,2.01047e-06,2
John Handy,2.00967e-06,2
Laurent Garnier,2.00963e-06,2
Mono,2.00956e-06,2
Jim Reeves,2.00947e-06,1
Plone,2.00947e-06,1
Language Lab,2.00947e-06,1
Derek Jameson,2.00947e-06,1
Fripp & Eno,2.00947e-06,1
Esthero,2.00947e-06,1
Alex Gray,2.00947e-06,1
The Orchids,2.00947e-06,1
The Sons of Silence,2.00947e-06,1
BOOM BOOM SATELLITES,2.00947e-06,1
Doris,2.00947e-06,1
The Crickets,2.00947e-06,1
The Lance Gambit Trio,2.00947e-06,1
Bob Howard and His Boys,2.00947e-06,1
Coco and the Bean,2.00947e-06,1
Aztec Camera,2.00947e-06,1
Madder Rose,2.00947e-06,1
Baby Mammoth,2.00947e-06,1
Kid Loco,2.00947e-06,1
Control Freaks,2.00947e-06,1
Ganger,2.00947e-06,1
Grooverider,2.00947e-06,1
Frédéric Galliano,2.00947e-06,1
Étienne de Crécy,2.00947e-06,1
Kensuke Shiina,2.00947e-06,1
Jim White,2.00947e-06,1
Mulu,2.00947e-06,1
Kristin Hersh,2.00947e-06,1
Biosphere,2.00947e-06,1
Peter Ivers,2.00947e-06,1
Honky,2.00947e-06,1
Finley Quaye,2.00947e-06,1
Rae & Christian,2.00947e-06,1
Black Star Liner,2.00947e-06,1
Rupert Holmes,2.00947e-06,1
The Third Eye Foundation,2.00947e-06,1
The Beta Band,2.00947e-06,1
Labradford,2.00947e-06,1
Minos pour main basse (sur la ville),2.00947e-06,1
スチャダラパー,2.00947e-06,1
A Reminiscent Drive,2.00947e-06,1
Hunch,2.00947e-06,1
Ivor Cutler,2.00947e-06,1
Donald Fagen,2.00947e-06,1
Whale,2.00947e-06,1
Ben Harper,2.00947e-06,1
The Divine Comedy,2.00947e-06,1
Andy Fairweather‐Low,2.00947e-06,1
Sacred Spirit,2.00947e-06,1
Moodswings,2.00947e-06,1
Michael Brook,2.00947e-06,1
Lisa Germano,2.00947e-06,1
Bark Psychosis,2.00947e-06,1
Matthew Herbert,2.00947e-06,1
The Passions,2.00947e-06,1
Tipsy,2.00947e-06,1
Williams Fairey Band,2.00947e-06,1
Les Rythmes Digitales,2.00947e-06,1
The Ballistic Brothers vs. The Eccentric Afros,2.00947e-06,1
Take That,2.00913e-06,2
Seals & Crofts,1.99182e-06,5
Akinyele,1.98727e-06,3
Snail’s House,1.98604e-06,20
Donal Leace,1.98493e-06,2
Method Man,1.9813e-06,11
Skyfixing,1.97936e-06,1
Orbiter,1.97936e-06,1
Lloyd Banks,1.97375e-06,2
Anita Baker,1.96569e-06,12
Clams Casino,1.95649e-06,4
Tim Curry,1.95315e-06,1
Ice‐T,1.95154e-06,9
Gaj,1.95049e-06,2
Gary Burton,1.94779e-06,9
Super Cat,1.94124e-06,6
Miles Dyson,1.93629e-06,1
Igor Presnyakov,1.93629e-06,1
Miike Snow,1.93629e-06,1
Frankmusik,1.93629e-06,1
Nabiha,1.93629e-06,1
Frida Gold,1.93629e-06,1
B.B. King,1.93372e-06,5
Phil Pratt All Stars,1.93282e-06,1
Blakroc,1.93282e-06,1
Hilltop Hoods,1.93282e-06,1
Gloria Jones,1.93282e-06,1
Professor Green,1.93282e-06,1
Alvin Robinson,1.93282e-06,1
Kongas,1.93282e-06,1
Alan Parker,1.93282e-06,1
i SQUARE,1.91924e-06,2
The Salsoul Orchestra,1.90585e-06,6
おどる♡11,1.89908e-06,1
Bytesize,1.89908e-06,1
Allie X,1.89771e-06,2
Ronnie Laws,1.89703e-06,10
Sidewalks and Skeletons,1.89635e-06,3
Converge,1.89635e-06,3
Neu!,1.89635e-06,3
Zucchero,1.89604e-06,1
These New Puritans,1.89604e-06,1
Brikkuni,1.89604e-06,1
1000mods,1.89604e-06,1
The S.O.S. Band,1.89578e-06,10
RL Grime,1.895e-06,27
佐藤仁美,1.89463e-06,15
Lauv,1.88387e-06,2
Tigers Jaw,1.88301e-06,2
Art Blakey & The Jazz Messengers,1.87846e-06,6
Stevie Nicks,1.87743e-06,4
Althea & Donna,1.87535e-06,2
Freda Payne,1.8746e-06,10
Scott Gairdner,1.87322e-06,2
O.V. Wright,1.86655e-06,3
Gramatik,1.86631e-06,3
Boy Meets Girl,1.86509e-06,5
John Sebastian,1.86438e-06,2
Michael Cassette,1.86395e-06,2
Victoria Beckham,1.86392e-06,2
State Cows,1.86384e-06,1
David Crosby,1.86384e-06,1
Kelsea Ballerini,1.86384e-06,1
Jax Jones,1.86384e-06,1
Snail Mail,1.86384e-06,1
Bryan White,1.86384e-06,1
Wilson Phillips,1.86384e-06,1
Covet,1.86384e-06,1
Murphy Radio,1.86384e-06,1
Uh Huh Her,1.86384e-06,1
Brooks & Dunn,1.86384e-06,1
Sunflower Bean,1.86384e-06,1
Robin Gibb,1.86384e-06,1
Sandy Stewart,1.86384e-06,1
Camp Cope,1.86384e-06,1
Mike Rutherford,1.86384e-06,1
Bruce Hornsby,1.86384e-06,1
Valley,1.86384e-06,1
Mario,1.86384e-06,1
Alan Braxe,1.86384e-06,1
MJ Lenderman,1.86384e-06,1
Billy Satellite,1.86384e-06,1
Eddie Schwartz,1.86384e-06,1
Jack Garratt,1.86384e-06,1
Marci,1.86384e-06,1
Candy Dulfer,1.86384e-06,1
SOAK,1.86384e-06,1
Black Marble,1.86384e-06,1
Randy Houser,1.86384e-06,1
Brandon Flowers,1.86384e-06,1
John Tesh,1.86384e-06,1
Stanley Clarke,1.8635e-06,7
Odyssey,1.85757e-06,3
Goblin,1.85676e-06,7
Roberta Flack,1.85485e-06,10
Pete Rock & C.L. Smooth,1.85311e-06,9
DJ Vadim,1.85234e-06,10
Lowell Fulson,1.851e-06,7
Delegation,1.84668e-06,8
The It,1.84262e-06,3
Luther Vandross,1.84005e-06,6
Albert King,1.83927e-06,9
One Way,1.83006e-06,7
O.C.,1.8281e-06,7
Alphonse Mouzon,1.82312e-06,3
G‐Unit,1.82276e-06,3
Panda Eyes,1.81609e-06,4
The Heath Brothers,1.81262e-06,2
Nightcore,1.80713e-06,2
平沢進,1.80625e-06,11
MC5,1.80465e-06,3
Iron & Wine,1.78893e-06,1
Tavares,1.78886e-06,12
The Animal in Me,1.7862e-06,2
Shuggie Otis,1.7854e-06,5
'Lectric Workers,1.7843e-06,4
The Gregory Brothers,1.78037e-06,4
Bruce Hornsby & the Range,1.78021e-06,3
Skull Snaps,1.77896e-06,15
DANGERDOOM,1.77861e-06,1
Strange Fruit Project,1.77861e-06,1
Aaron LaCrate,1.77861e-06,1
KW Griff,1.77861e-06,1
Sunshine Anderson,1.77861e-06,1
Joe Tex,1.77324e-06,11
GQ,1.77118e-06,2
Johnny Osbourne,1.76742e-06,5
Johnnie Taylor,1.76679e-06,4
Jon B.,1.7666e-06,2
Crossnaders,1.76569e-06,2
Erik Scheele,1.76328e-06,35
The Gabriel Hardeman Delegation,1.76128e-06,2
One Night Only,1.76076e-06,1
Daron Malakian and Scars on Broadway,1.76076e-06,1
Test Icicles,1.76076e-06,1
The Mars Volta,1.76076e-06,1
Steam Heat,1.76076e-06,1
The Bravery,1.76076e-06,1
Ronald Frankau,1.76076e-06,1
PVT,1.76076e-06,1
Jodi Benson,1.75864e-06,3
Windjammer,1.75829e-06,2
Houston Person,1.7562e-06,3
Patrick Williams,1.75124e-06,2
Acqua Fragile,1.75124e-06,2
Daniel Janin,1.75006e-06,2
八神純子,1.74966e-06,4
St Germain,1.74834e-06,3
Klaus Weiss,1.74815e-06,1
Phat Kat,1.74815e-06,1
The Firebolts,1.74815e-06,1
Chingo Bling,1.74815e-06,1
佐藤奈々子,1.74815e-06,1
Brian Bennett,1.74815e-06,1
Wayne Shorter,1.74815e-06,1
Steve Vai,1.74815e-06,1
Chicago Bears,1.74815e-06,1
David Joseph,1.74815e-06,1
Lost Boyz,1.74815e-06,1
難波弘之,1.74815e-06,1
Spence,1.74815e-06,1
Benny Goodman,1.74815e-06,1
Sean Price,1.74815e-06,1
I‐Level,1.74815e-06,1
Marusha,1.74677e-06,4
TAI,1.74566e-06,4
Lacuna Coil,1.745e-06,1
senzawa,1.745e-06,1
Absofacto,1.74438e-06,1
The Delfonics,1.74094e-06,11
Busy Bee,1.73908e-06,3
Joe Sample,1.7374e-06,3
José Feliciano,1.73598e-06,3
Bassheads,1.73561e-06,10
Los Ángeles Negros,1.73524e-06,9
