corridor_deriv_draws_from_source,weight
breakbeat → happy hardcore,3
breakbeat → non-music,3
breakbeat → progressive house,3
breakbeat → festival progressive house,3
breakbeat → folk,3
breakbeat → country,3
breakbeat → grime,3
breakbeat → chiptune,3
ambient pop → alternative rock,3
ambient pop → electro,3
christmas music → rock,3
atmospheric drum and bass → breakcore,3
punk → pop,3
punk → jazz,3
punk → futurepop,3
punk → heavy metal,3
alternative metal → funk metal,3
alternative metal → ambient,3
alternative metal → doom metal,3
dirty south → soul,3
britpop → electronic,3
post-rock → ambient pop,3
post-rock → classic rock,3
hardcore punk → rock,3
trap edm → brostep,3
trap edm → hybrid trap,3
trap edm → dancefloor drum and bass,3
trap edm → pop,3
bassline → electro house,3
bassline → uk garage,3
bassline → dance-pop,3
art pop → soul,3
art pop → jazz,3
art pop → art rock,3
acid techno → ambient,3
psytrance → breakbeat,3
east coast hip hop → gangsta rap,3
east coast hip hop → r&b,3
alternative hip hop → contemporary r&b,3
alternative hip hop → instrumental,3
alternative hip hop → ambient,3
alternative hip hop → industrial,3
alternative hip hop → orchestral,3
contemporary christian → gospel,3
afrobeat → electronic,3
afrobeat → dancehall,3
afrobeat → house,3
afrobeat → pop,3
afrobeat → afrobeats,3
indie pop → industrial,3
indie pop → pop rock,3
indie pop → disco,3
indie pop → folk,3
indie pop → experimental,3
lolicore → pop,3
chillwave → electropop,3
chillwave → disco,3
chillwave → house,3
jungle → r&b,3
jungle → dance,3
jungle → hip hop,3
idm → techno,3
baltimore club → trap,3
chiptune → house,3
chiptune → breaks,3
chiptune → edm,3
chiptune → disco,3
chiptune → dance-pop,3
chiptune → downtempo,3
chiptune → comedy,3
chiptune → funk,3
chiptune → electro house,3
acid jazz → disco,3
acid jazz → j-pop,3
acid jazz → hip hop,3
acid jazz → folk rock,3
orchestral → celtic,3
orchestral → classical,3
future bass → ambient,3
future bass → chillstep,3
future bass → hip hop,3
future bass → electro house,3
future bass → synth-pop,3
indian pop → pop,3
electronic rock → alternative pop,3
dark wave → gothic,3
dark wave → dark ambient,3
dark wave → gothic rock,3
dark wave → alternative pop,3
dark wave → gothic metal,3
kawaii future bass → electropop,3
conscious hip hop → pop,3
conscious hip hop → disco,3
metal → instrumental,3
metal → symphonic metal,3
metal → pop,3
metal → comedy,3
liquid funk → funk,3
rockabilly → rock and roll,3
stutter house → chillwave,3
dariacore → r&b,3
dariacore → breaks,3
dariacore → dubstep,3
dariacore → 2-step,3
groove metal → heavy metal,3
groove metal → metal,3
gothic metal → metal,3
shoegaze → dream pop,3
aggrotech → electro,3
europop → breakbeat,3
europop → rock,3
europop → ballad,3
europop → new wave,3
industrial rock → alternative metal,3
folk pop → alternative rock,3
easy listening → disco,3
baroque pop → alternative rock,3
baroque pop → rock,3
garage house → electronic,3
piano rock → rock,3
lo-fi → electro,3
lo-fi → hip hop,3
lo-fi → alternative rock,3
alternative punk → punk,3
festival progressive house → drum and bass,3
festival progressive house → dance,3
festival progressive house → children's music,3
festival progressive house → progressive house,3
jazz pop → deep house,3
avant-garde → pop,3
post-hardcore → electronic,3
post-hardcore → post-punk,3
instrumental → disco,3
instrumental → alternative rock,3
digicore → electronic,3
digicore → pop,3
digicore → dubstep,3
drumstep → electropop,3
drumstep → complextro,3
plunderphonics → fm synthesis,3
plunderphonics → gangsta rap,3
plunderphonics → pop rap,3
plunderphonics → new wave,3
plunderphonics → heavy metal,3
plunderphonics → alternative metal,3
bolero → latin,3
brostep → electropop,3
brostep → dancefloor drum and bass,3
metalcore → alternative rock,3
dark ambient → vaporwave,3
tech house → pop,3
tech house → electro,3
tech house → ambient,3
tech house → chiptune,3
singer-songwriter → rock,3
southern rock → classic rock,3
bounce → chillwave,3
nu disco → dance-pop,3
nu disco → electronic,3
schlager → disco,3
instrumental hip hop → funk,3
mashcore → indie rock,3
mashcore → dance,3
mashcore → reggae,3
euro-trance → dance-pop,3
new age → rock,3
sound collage → thrash metal,3
sound collage → heavy metal,3
sound collage → post-punk,3
synthwave → chillout,3
synthwave → art pop,3
halftime → midtempo bass,3
future garage → electronic,3
electroclash → electro,3
electroclash → electropop,3
hybrid trap → electronic,3
hybrid trap → trap,3
afro house → dance,3
afro house → dancehall,3
afro house → deep house,3
afro house → techno,3
memphis rap → hip hop,3
barber beats → acid jazz,3
barber beats → industrial metal,3
barber beats → contemporary jazz,3
barber beats → classical,3
barber beats → dream pop,3
barber beats → gothic,3
barber beats → depressive black metal,3
barber beats → doom metal,3
barber beats → trip hop,3
barber beats → drone,3
barber beats → experimental,3
leftfield → ambient,3
leftfield → art pop,3
hyperpop → indie rock,3
hyperpop → bubblegum pop,3
hyperpop → electro house,3
hyperpop → dance-pop,3
hyperpop → hip hop,3
hyperpop → classical,3
hyperpop → bubblegum bass,3
melodic death metal → metal,3
melodic trance → melodic dubstep,3
melodic trance → electro house,3
neo soul → pop,3
neo soul → jazz,3
neo soul → r&b,3
aor → kayōkyoku,3
aor → j-pop,3
aor → funk,3
euro house → rock,3
contemporary country → country,3
bachata → pop,3
dream pop → ambient,3
dream pop → downtempo,3
dream pop → dance-pop,3
dream pop → chamber pop,3
musical → classical,3
classical crossover → electronic,3
classical crossover → hip hop,3
glam rock → disco,3
italo dance → dance,3
italo dance → eurodance,3
post-punk → hip hop,3
post-punk → alternative rock,3
future bounce → electropop,3
future house → dance,3
future house → electronic,3
hardcore techno → breakcore,3
hardcore techno → pop,3
trip hop → ambient,3
trip hop → soul,3
trip hop → alternative rock,3
crunkcore → alternative rock,3
festival trap → dance,3
christian rock → contemporary christian,3
jazz-funk → electronic,3
chillout → jazz,3
chillout → alternative rock,3
chillout → soul,3
chillout → folk rock,3
mandopop → kayōkyoku,3
symphonic black metal → black metal,3
eurodance → dance-pop,3
j-core → dubstep,3
teen pop → electronic,3
hardcore hip hop → ballad,3
hardcore hip hop → abstract hip hop,3
extratone → splittercore,3
extratone → breakcore,3
experimental electronic → electronic,3
modern classical → ambient,3
city pop → classical,3
deconstructed club → contemporary r&b,3
dark electro → aggrotech,3
americana → drone,3
americana → blues,3
americana → ambient,3
cumbia → latin pop,3
country rock → pop,3
country rock → rockabilly,3
country rock → classic rock,3
dream trance → electronic,3
gothic rock → gothic metal,3
gothic rock → electronic,3
bitpop → electronic,3
math rock → rock,3
diva house → dance-pop,3
funktronica → disco,3
vaporwave → chiptune,3
lo-fi hip hop → alternative r&b,3
glitch pop → dark ambient,3
outsider house → electronic,3
psychedelic → electronic,3
tropical house → dance,3
ska → reggae,3
ska → pop,3
ska → alternative rock,3
ska → funk,3
ambient americana → rock,3
nightcore → dance,3
nightcore → ambient,3
nightcore → bubblegum bass,3
sketch comedy → alternative rock,3
comedy hip hop → pop,3
progressive → psychedelic rock,3
big room trance → electronic,3
cyberpunk → electro,3
djent → electronic,3
acoustic blues → ebm,3
power pop → alternative rock,3
euphoric hardstyle → electro house,3
future funk → funk,3
future funk → idol kayō,3
euro-disco → disco,3
salsa → latin,3
reggae-pop → reggae,3
footwork → drum and bass,3
rave → electronic,3
dance-punk → post-punk,3
speed metal → heavy metal,3
ambient trance → electronic,3
glam metal → hard rock,3
comedy rock → alternative rock,3
hardwave → electronic,3
glam → heavy metal,3
organic house → melodic techno,3
roots reggae → reggae,3
artcore → electronic,3
c-pop → mandopop,3
dansktop → pop,3
dembow → latin,3
full-on → electronic,3
speed garage → electronic,3
crossover thrash → hardcore punk,3
classical period → classical,3
kabarett → pop,3
british rhythm & blues → hip hop,3
hi-tech → breakcore,3
kuduro → electronic,3
d-beat → punk,3
boogaloo → latin,3
ambient → black metal,2
ambient → bubblegum bass,2
ambient → smooth soul,2
ambient → chillstep,2
ambient → baroque pop,2
ambient → noise,2
ambient → r&b,2
ambient → afrobeats,2
ambient → emo,2
ambient → happy hardcore,2
ambient → chanson française,2
ambient → alternative dance,2
ambient → space ambient,2
ambient → krautrock,2
ambient → post-metal,2
ambient → progressive electronic,2
ambient → classic rock,2
ambient → bassline,2
ambient → baroque,2
ambient → liquid funk,2
ambient → doom metal,2
ambient → drill and bass,2
electronic → techno kayō,2
electronic → ska punk,2
electronic → pop punk,2
electronic → shoegaze,2
electronic → britcore,2
electronic → sludge metal,2
electronic → french house,2
electronic → samba-jazz,2
electronic → latin pop,2
electronic → space rock,2
electronic → indie folk,2
electronic → moogsploitation,2
electronic → funk carioca,2
electronic → hardcore punk,2
electronic → bluegrass,2
electronic → neurohop,2
electronic → eccojams,2
electronic → smooth jazz,2
electronic → bebop,2
electronic → melodic metalcore,2
electronic → dark psytrance,2
electronic → g-house,2
electronic → folktronica,2
electronic → sophisti-pop,2
electronic → post-industrial,2
electronic → atmospheric drum and bass,2
electronic → lounge,2
electronic → beat rock,2
electronic → deep drum and bass,2
electronic → digital fusion,2
electronic → euphoric hardstyle,2
electronic → comedy rock,2
electronic → bubblegum dance,2
electronic → hi-nrg,2
electronic → vaportrap,2
electronic → melodic hardcore,2
electronic → acid trance,2
electronic → hip house,2
electronic → chicago house,2
electronic → experimental hip hop,2
electronic → symphonic metal,2
electronic → field recording,2
electronic → psychobilly,2
hip hop → acid rock,2
hip hop → europop,2
hip hop → smooth soul,2
hip hop → phonk,2
hip hop → emo,2
hip hop → sophisti-pop,2
hip hop → indietronica,2
hip hop → electric blues,2
hip hop → synthwave,2
hip hop → political hip hop,2
hip hop → alternative country,2
hip hop → hyperpop,2
hip hop → baroque pop,2
hip hop → standup comedy,2
hip hop → modern classical,2
hip hop → singer-songwriter,2
hip hop → afrobeats,2
hip hop → italo-disco,2
hip hop → baltimore club,2
hip hop → avant-garde,2
